Accession  Genome                                                             Gene_ID_1           Gene_ID_2           Gene_tag_1         Gene_tag_2         Protein_ID_1    Protein_ID_2
NC_003047  Sinorhizobium_meliloti_1021                                        SIME001c01a_016860  SIME001c01a_016870  SMc00955           SMc00959           NP_385753.1     NP_385754.1
NC_003047  Sinorhizobium_meliloti_1021                                        SIME001c01a_019510  SIME001c01a_019530  SMc04235           SMc04237           NP_386011.1     NP_386013.1
NC_003047  Sinorhizobium_meliloti_1021                                        SIME001c01a_020880  SIME001c01a_020900  SMc04269           SMc04271           NP_386146.1     NP_386147.1
NC_003047  Sinorhizobium_meliloti_1021                                        SIME001c01a_022600  SIME001c01a_022610  SMc01579           SMc01582           NP_386316.1     NP_386317.1
NC_003047  Sinorhizobium_meliloti_1021                                        SIME001c01a_023540  SIME001c01a_023580  SMc01553           SMc01556           NP_386410.1     NP_386413.1
NC_003047  Sinorhizobium_meliloti_1021                                        SIME001c01a_027700  SIME001c01a_027720  SMc00660           mnmA               NP_386818.1     NP_386819.1
NC_003047  Sinorhizobium_meliloti_1021                                        SIME001c01a_031640  SIME001c01a_032310  SMc03748           rplU               NP_387202.1     NP_387261.1
NC_003047  Sinorhizobium_meliloti_1021                                        SIME001c01a_004600  SIME001c01a_004620  SMc01716           SMc01715           NP_384556.1     NP_384557.1
NC_003047  Sinorhizobium_meliloti_1021                                        SIME001c01a_005000  SIME001c01a_005170  SMc02157           SMc02150           NP_384595.1     NP_384611.1
NC_003047  Sinorhizobium_meliloti_1021                                        SIME001c01a_006020  SIME001c01a_006240  cyaE               murA               NP_384695.1     NP_384715.1
NC_003047  Sinorhizobium_meliloti_1021                                        SIME001c01a_006310  SIME001c01a_006360  SMc02312           SMc02314           NP_384722.1     NP_384726.1
NC_003047  Sinorhizobium_meliloti_1021                                        SIME001c01a_007710  SIME001c01a_007730  SMc00809           SMc00810           NP_384860.1     NP_384861.1
NC_003047  Sinorhizobium_meliloti_1021                                        SIME001c01a_010700  SIME001c01a_010720  SMc02393           SMc02394           NP_385155.1     NP_385156.1
NC_004116  Streptococcus_agalactiae_2603V/R                                   STAG001c01a_017480  STAG001c01a_017570  efp                SAG1704            NP_688686.1     NP_688695.1
NC_004116  Streptococcus_agalactiae_2603V/R                                   STAG001c01a_017950  STAG001c01a_017990  SAG1743            SAG1747            NP_688733.1     NP_688737.1
NC_004116  Streptococcus_agalactiae_2603V/R                                   STAG001c01a_018860  STAG001c01a_019400  ahpF               SAG1888            NP_688824.1     NP_688877.1
NC_004116  Streptococcus_agalactiae_2603V/R                                   STAG001c01a_020280  STAG001c01a_020820  SAG1978            SAG2032            NP_688965.1     NP_689018.1
NC_004116  Streptococcus_agalactiae_2603V/R                                   STAG001c01a_021600  STAG001c01a_021750  rpmG               arcC-1             NP_689095.1     NP_689110.1
NC_004116  Streptococcus_agalactiae_2603V/R                                   STAG001c01a_021860  STAG001c01a_021870  SAG2136            rpsD               NP_689121.1     NP_689122.1
NC_004116  Streptococcus_agalactiae_2603V/R                                   STAG001c01a_002730  STAG001c01a_002970  rpsI               SAG0239            NP_687250.1     NP_687274.1
NC_004116  Streptococcus_agalactiae_2603V/R                                   STAG001c01a_003020  STAG001c01a_003260  SAG0244            SAG0252            NP_687279.1     NP_687287.1
NC_004116  Streptococcus_agalactiae_2603V/R                                   STAG001c01a_004520  STAG001c01a_004530  SAG0374            SAG0375            NP_687408.1     NP_687409.1
NC_004116  Streptococcus_agalactiae_2603V/R                                   STAG001c01a_005180  STAG001c01a_005250  SAG0431            SAG0440            NP_687465.1     NP_687471.1
NC_004116  Streptococcus_agalactiae_2603V/R                                   STAG001c01a_005890  STAG001c01a_005910  hup                pyrDA              NP_687535.1     NP_687537.1
NC_004116  Streptococcus_agalactiae_2603V/R                                   STAG001c01a_006160  STAG001c01a_006170  SAG0533            SAG0534            NP_687562.1     NP_687563.1
NC_004116  Streptococcus_agalactiae_2603V/R                                   STAG001c01a_006270  STAG001c01a_007010  rplS               rodA               NP_687573.1     NP_687645.1
NC_004116  Streptococcus_agalactiae_2603V/R                                   STAG001c01a_007130  STAG001c01a_007420  SAG0633            cylB               NP_687657.1     NP_687686.1
NC_004116  Streptococcus_agalactiae_2603V/R                                   STAG001c01a_007890  STAG001c01a_007900  SAG0718            SAG0719            NP_687733.1     NP_687734.1
NC_004116  Streptococcus_agalactiae_2603V/R                                   STAG001c01a_009670  STAG001c01a_009750  SAG0897            ndk                NP_687911.1     NP_687919.1
NC_004116  Streptococcus_agalactiae_2603V/R                                   STAG001c01a_009840  STAG001c01a_010060  SAG0914            SAG0938            NP_687928.1     NP_687950.1
NC_004116  Streptococcus_agalactiae_2603V/R                                   STAG001c01a_010320  STAG001c01a_010350  SAG0964            guaA               NP_687976.1     NP_687979.1
NC_004116  Streptococcus_agalactiae_2603V/R                                   STAG001c01a_010480  STAG001c01a_010490  SAG0981            ffh                NP_687992.1     NP_687993.1
NC_004116  Streptococcus_agalactiae_2603V/R                                   STAG001c01a_010840  STAG001c01a_011060  SAG1017            SAG1040            NP_688028.1     NP_688050.1
NC_004116  Streptococcus_agalactiae_2603V/R                                   STAG001c01a_011510  STAG001c01a_011520  xpt                guaC               NP_688095.1     NP_688096.1
NC_004116  Streptococcus_agalactiae_2603V/R                                   STAG001c01a_012140  STAG001c01a_012160  SAG1149            rpsA               NP_688158.1     NP_688159.1
NC_004116  Streptococcus_agalactiae_2603V/R                                   STAG001c01a_012300  STAG001c01a_012380  cpsL               cpsF               NP_688171.1     NP_688179.1
NC_004116  Streptococcus_agalactiae_2603V/R                                   STAG001c01a_012930  STAG001c01a_013590  SAG1227            rplL               NP_688234.1     NP_688299.1
NC_004116  Streptococcus_agalactiae_2603V/R                                   STAG001c01a_014630  STAG001c01a_014690  SAG1403            SAG1410            NP_688401.1     NP_688407.1
NC_004116  Streptococcus_agalactiae_2603V/R                                   STAG001c01a_015470  STAG001c01a_015540  SAG1491            SAG1498            NP_688485.1     NP_688492.1
NC_004116  Streptococcus_agalactiae_2603V/R                                   STAG001c01a_015990  STAG001c01a_016020  fabG               SAG1547            NP_688537.1     NP_688540.1
NC_002758  Staphylococcus_aureus_subsp_aureus_Mu50                            STAU001c01a_018060  STAU001c01a_018450  SAV1800            SAV1831            NP_372324.1     NP_372355.1
NC_002758  Staphylococcus_aureus_subsp_aureus_Mu50                            STAU001c01a_019200  STAU001c01a_019220  SAV1875            SAV1877            NP_372399.1     NP_372401.1
NC_002758  Staphylococcus_aureus_subsp_aureus_Mu50                            STAU001c01a_019660  STAU001c01a_019700  SAV1921            SAV1925            NP_372445.1     NP_372449.1
NC_002758  Staphylococcus_aureus_subsp_aureus_Mu50                            STAU001c01a_019810  STAU001c01a_020720  SAV1936            groEL              NP_372460.1     NP_372553.1
NC_002758  Staphylococcus_aureus_subsp_aureus_Mu50                            STAU001c01a_020850  STAU001c01a_020920  scrR               SAV2049            NP_372566.1     NP_372573.1
NC_002758  Staphylococcus_aureus_subsp_aureus_Mu50                            STAU001c01a_021930  STAU001c01a_021990  czrB               SAV2152            NP_372670.1     NP_372676.1
NC_002758  Staphylococcus_aureus_subsp_aureus_Mu50                            STAU001c01a_022630  STAU001c01a_022730  alsS               rpsI               NP_372731.1     NP_372741.1
NC_002758  Staphylococcus_aureus_subsp_aureus_Mu50                            STAU001c01a_024830  STAU001c01a_024870  bioD               SAV2431            NP_372951.1     NP_372955.1
NC_002758  Staphylococcus_aureus_subsp_aureus_Mu50                            STAU001c01a_025360  STAU001c01a_025470  SAV2480            SAV2491            NP_373004.1     NP_373015.1
NC_002758  Staphylococcus_aureus_subsp_aureus_Mu50                            STAU001c01a_003180  STAU001c01a_003200  SAV0319            SAV0321            NP_370843.1     NP_370845.1
NC_002758  Staphylococcus_aureus_subsp_aureus_Mu50                            STAU001c01a_026770  STAU001c01a_026780  SAV2621            SAV2622            NP_373145.1     NP_373146.1
NC_002758  Staphylococcus_aureus_subsp_aureus_Mu50                            STAU001c01a_026850  STAU001c01a_026870  SAV2629            SAV2631            NP_373153.1     NP_373155.1
NC_002758  Staphylococcus_aureus_subsp_aureus_Mu50                            STAU001c01a_027090  STAU001c01a_027140  secY               SAV2658            NP_373177.1     NP_373182.1
NC_002758  Staphylococcus_aureus_subsp_aureus_Mu50                            STAU001c01a_003660  STAU001c01a_003710  rpsR               SAV0372            NP_370891.1     NP_370896.1
NC_002758  Staphylococcus_aureus_subsp_aureus_Mu50                            STAU001c01a_000250  STAU001c01a_000890  SAV0023            SAV0089            NP_370547.2     NP_370613.1
NC_002758  Staphylococcus_aureus_subsp_aureus_Mu50                            STAU001c01a_003900  STAU001c01a_004190  guaA               SAV0420            NP_370915.1     NP_370944.1
NC_002758  Staphylococcus_aureus_subsp_aureus_Mu50                            STAU001c01a_004280  STAU001c01a_004490  set14              SAV0450            NP_370953.1     NP_370974.1
NC_002758  Staphylococcus_aureus_subsp_aureus_Mu50                            STAU001c01a_004490  STAU001c01a_004510  SAV0450            ndhF               NP_370974.1     NP_370976.1
NC_002758  Staphylococcus_aureus_subsp_aureus_Mu50                            STAU001c01a_000910  STAU001c01a_000940  SAV0091            SAV0094            NP_370615.1     NP_370618.1
NC_002758  Staphylococcus_aureus_subsp_aureus_Mu50                            STAU001c01a_004790  STAU001c01a_005340  recR               SAV0519            NP_371004.1     NP_371043.1
NC_002758  Staphylococcus_aureus_subsp_aureus_Mu50                            STAU001c01a_000940  STAU001c01a_001020  SAV0094            SAV0102            NP_370618.1     NP_370626.1
NC_002758  Staphylococcus_aureus_subsp_aureus_Mu50                            STAU001c01a_006080  STAU001c01a_006110  SAV0593            SAV0596            NP_371117.1     NP_371120.1
NC_002758  Staphylococcus_aureus_subsp_aureus_Mu50                            STAU001c01a_006110  STAU001c01a_006160  SAV0596            SAV0601            NP_371120.1     NP_371125.1
NC_002758  Staphylococcus_aureus_subsp_aureus_Mu50                            STAU001c01a_006310  STAU001c01a_006350  sarA               SAV0620            NP_371140.1     NP_371144.1
NC_002758  Staphylococcus_aureus_subsp_aureus_Mu50                            STAU001c01a_006870  STAU001c01a_006920  SAV0673            SAV0678            NP_371197.1     NP_371202.1
NC_002758  Staphylococcus_aureus_subsp_aureus_Mu50                            STAU001c01a_007960  STAU001c01a_008240  smpB               SAV0810            NP_371306.1     NP_371334.1
NC_002758  Staphylococcus_aureus_subsp_aureus_Mu50                            STAU001c01a_008240  STAU001c01a_008290  SAV0810            nuc                NP_371334.1     NP_371339.1
NC_002758  Staphylococcus_aureus_subsp_aureus_Mu50                            STAU001c01a_008450  STAU001c01a_008490  SAV0832            SAV0836            NP_371356.1     NP_371360.1
NC_002758  Staphylococcus_aureus_subsp_aureus_Mu50                            STAU001c01a_008520  STAU001c01a_008540  SAV0839            SAV0841            NP_371363.1     NP_371365.1
NC_002758  Staphylococcus_aureus_subsp_aureus_Mu50                            STAU001c01a_008590  STAU001c01a_009330  SAV0846            SAV0921            NP_371370.1     NP_371445.1
NC_002758  Staphylococcus_aureus_subsp_aureus_Mu50                            STAU001c01a_010000  STAU001c01a_010080  oppD               trpS               NP_371512.1     NP_371520.1
NC_002758  Staphylococcus_aureus_subsp_aureus_Mu50                            STAU001c01a_010330  STAU001c01a_010350  SAV1022            SAV1024            NP_371546.1     NP_371548.1
NC_002758  Staphylococcus_aureus_subsp_aureus_Mu50                            STAU001c01a_010390  STAU001c01a_010540  SAV1026            SAV1041            NP_371550.1     NP_371565.1
NC_002758  Staphylococcus_aureus_subsp_aureus_Mu50                            STAU001c01a_011370  STAU001c01a_011410  SAV1126            SAV1130            NP_371650.1     NP_371654.1
NC_002758  Staphylococcus_aureus_subsp_aureus_Mu50                            STAU001c01a_013200  STAU001c01a_013340  glnA               nuc                NP_371834.1     NP_371848.1
NC_002758  Staphylococcus_aureus_subsp_aureus_Mu50                            STAU001c01a_013840  STAU001c01a_013880  femB               SAV1379            NP_371899.1     NP_371903.1
NC_002758  Staphylococcus_aureus_subsp_aureus_Mu50                            STAU001c01a_014420  STAU001c01a_014490  SAV1433            SAV1440            NP_371957.1     NP_371964.1
NC_002758  Staphylococcus_aureus_subsp_aureus_Mu50                            STAU001c01a_014940  STAU001c01a_015000  SAV1485            srrB               NP_372009.1     NP_372015.1
