locus_tag	ftype	length_bp	gene	EC_number	COG	product
MHCJGCNO_04024	tRNA	75				tRNA-Gly(tcc)
MHCJGCNO_04025	tRNA	76				tRNA-Thr(ggt)
MHCJGCNO_04026	CDS	1185	tufB		COG0050	Elongation factor Tu 2
MHCJGCNO_04027	CDS	384	secE		COG0690	Protein translocase subunit SecE
MHCJGCNO_04028	CDS	546	nusG		COG0250	Transcription termination/antitermination protein NusG
MHCJGCNO_04029	CDS	429	rplK		COG0080	50S ribosomal protein L11
MHCJGCNO_04030	CDS	705	rplA		COG0081	50S ribosomal protein L1
MHCJGCNO_04031	CDS	498	rplJ		COG0244	50S ribosomal protein L10
MHCJGCNO_04032	CDS	366	rplL		COG0222	50S ribosomal protein L7/L12
MHCJGCNO_04033	CDS	4029	rpoB	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
MHCJGCNO_04034	CDS	4224	rpoC	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
MHCJGCNO_04035	CDS	1134	thiH	4.1.99.19	COG1060	2-iminoacetate synthase
MHCJGCNO_04036	CDS	771	thiG	2.8.1.10	COG2022	Thiazole synthase
MHCJGCNO_04037	CDS	201	thiS		COG2104	Sulfur carrier protein ThiS
MHCJGCNO_04038	CDS	756	thiF	2.7.7.73	COG0476	Sulfur carrier protein ThiS adenylyltransferase
MHCJGCNO_04039	CDS	636	thiE	2.5.1.3	COG0352	Thiamine-phosphate synthase
MHCJGCNO_04040	CDS	1896	thiC	4.1.99.17	COG0422	Phosphomethylpyrimidine synthase
MHCJGCNO_04041	CDS	477	rsd		COG3160	Regulator of sigma D
MHCJGCNO_04042	CDS	774	nudC	3.6.1.22	COG2816	NADH pyrophosphatase
MHCJGCNO_04043	CDS	1065	hemE	4.1.1.37	COG0407	Uroporphyrinogen decarboxylase
MHCJGCNO_04044	CDS	672	nfi	3.1.21.7	COG1515	Endonuclease V
MHCJGCNO_04045	CDS	591			COG3068	putative protein
MHCJGCNO_04046	CDS	273	hupA			DNA-binding protein HU-alpha
MHCJGCNO_04047	CDS	636				hypothetical protein
MHCJGCNO_04048	CDS	420	zraP		COG3678	Zinc resistance-associated protein
MHCJGCNO_04049	CDS	129				hypothetical protein
MHCJGCNO_04050	CDS	1377	zraS	2.7.13.3		Sensor protein ZraS
MHCJGCNO_04051	CDS	1326	zraR		COG2204	Transcriptional regulatory protein ZraR
MHCJGCNO_04052	CDS	1290	purD	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
MHCJGCNO_04053	CDS	1590	purH		COG0138	Bifunctional purine biosynthesis protein PurH
MHCJGCNO_04054	rRNA	1538				16S ribosomal RNA
MHCJGCNO_04055	tRNA	76				tRNA-Glu(ttc)
MHCJGCNO_04056	rRNA	2901				23S ribosomal RNA
MHCJGCNO_04057	rRNA	111				5S ribosomal RNA
MHCJGCNO_04058	CDS	384				hypothetical protein
MHCJGCNO_04059	CDS	444	yjaB	2.3.1.-	COG0454	Peptidyl-lysine N-acetyltransferase YjaB
MHCJGCNO_04060	CDS	930	metAS	2.3.1.46	COG1897	Homoserine O-succinyltransferase
MHCJGCNO_04061	CDS	1602	aceB	2.3.3.9	COG2225	Malate synthase A
MHCJGCNO_04062	CDS	1305	aceA	4.1.3.1	COG2224	Isocitrate lyase
MHCJGCNO_04063	CDS	1725	aceK	2.7.11.5	COG4579	Isocitrate dehydrogenase kinase/phosphatase
MHCJGCNO_04064	CDS	825	iclR		COG1414	Transcriptional repressor IclR
MHCJGCNO_04065	CDS	3684	metH	2.1.1.13	COG0646	Methionine synthase
MHCJGCNO_04066	CDS	321				hypothetical protein
MHCJGCNO_04067	CDS	450				hypothetical protein
MHCJGCNO_04068	CDS	1632				hypothetical protein
MHCJGCNO_04069	CDS	690	pepE	3.4.13.21	COG3340	Peptidase E
MHCJGCNO_04070	CDS	1230	yggP_2	1.1.1.17	COG1063	Mannitol-1-phosphate 5-dehydrogenase
MHCJGCNO_04071	CDS	825	sorM		COG3716	PTS system sorbose-specific EIID component
MHCJGCNO_04072	CDS	798	sorA		COG3715	PTS system sorbose-specific EIIC component
MHCJGCNO_04073	CDS	495	sorB_3	2.7.1.206	COG3444	PTS system sorbose-specific EIIB component
MHCJGCNO_04074	CDS	408	sorF		COG2893	PTS system sorbose-specific EIIA component
MHCJGCNO_04075	CDS	807	bacC	1.1.1.385		Dihydroanticapsin 7-dehydrogenase
MHCJGCNO_04076	CDS	948	sorC_2		COG2390	Sorbitol operon regulator
MHCJGCNO_04077	CDS	873	rluF	5.4.99.-	COG1187	Dual-specificity RNA pseudouridine synthase RluF
MHCJGCNO_04078	CDS	273				hypothetical protein
MHCJGCNO_04079	CDS	1350	lysC	2.7.2.4	COG0527	Lysine-sensitive aspartokinase 3
MHCJGCNO_04080	CDS	1650	pgi	5.3.1.9	COG0166	Glucose-6-phosphate isomerase
MHCJGCNO_04081	CDS	243				hypothetical protein
MHCJGCNO_04082	CDS	639	gfcB			putative lipoprotein GfcB
MHCJGCNO_04083	CDS	738				hypothetical protein
MHCJGCNO_04084	CDS	2097				hypothetical protein
MHCJGCNO_04085	CDS	159				hypothetical protein
MHCJGCNO_04086	CDS	411	psiE		COG3223	Protein PsiE
MHCJGCNO_04087	CDS	891	malG		COG3833	Maltose/maltodextrin transport system permease protein MalG
MHCJGCNO_04088	CDS	1545	malF		COG1175	Maltose/maltodextrin transport system permease protein MalF
MHCJGCNO_04089	CDS	1191	malE		COG2182	Maltose/maltodextrin-binding periplasmic protein
MHCJGCNO_04090	CDS	1116	malK	7.5.2.1		Maltose/maltodextrin import ATP-binding protein MalK
MHCJGCNO_04091	CDS	1341	lamB		COG4580	Maltoporin
MHCJGCNO_04092	CDS	921				hypothetical protein
MHCJGCNO_04093	CDS	498	ubiC	4.1.3.40	COG3161	Chorismate pyruvate-lyase
MHCJGCNO_04094	CDS	873	ubiA	2.5.1.39	COG0382	4-hydroxybenzoate octaprenyltransferase
MHCJGCNO_04095	CDS	2424	plsB	2.3.1.15	COG2937	Glycerol-3-phosphate acyltransferase
MHCJGCNO_04096	CDS	369	dgkA	2.7.1.107	COG0818	Diacylglycerol kinase
MHCJGCNO_04097	CDS	609	lexA_2	3.4.21.88	COG1974	LexA repressor
MHCJGCNO_04098	CDS	1326	dinF		COG0534	DNA damage-inducible protein F
MHCJGCNO_04099	CDS	210				hypothetical protein
MHCJGCNO_04100	CDS	516	zur		COG0735	Zinc uptake regulation protein
MHCJGCNO_04101	CDS	996	dusA	1.3.1.-	COG0042	tRNA-dihydrouridine(20/20a) synthase
MHCJGCNO_04102	CDS	243	pspG			Phage shock protein G
MHCJGCNO_04103	CDS	984	qorA	1.6.5.5	COG0604	Quinone oxidoreductase 1
MHCJGCNO_04104	CDS	1416	dnaB_2	3.6.4.12	COG0305	Replicative DNA helicase
MHCJGCNO_04105	CDS	1080	alr	5.1.1.1	COG0787	Alanine racemase, biosynthetic
MHCJGCNO_04106	CDS	1194	tyrB	2.6.1.57	COG1448	Aromatic-amino-acid aminotransferase
MHCJGCNO_04107	CDS	2745	sucA_2	1.2.4.2	COG0567	2-oxoglutarate dehydrogenase E1 component
MHCJGCNO_04108	CDS	1155	sucB_2	2.3.1.61	COG0508	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex
MHCJGCNO_04109	CDS	1419	lpd	1.8.1.4		Dihydrolipoyl dehydrogenase
MHCJGCNO_04110	CDS	1170	sucC_2	6.2.1.5	COG0045	Succinate--CoA ligase [ADP-forming] subunit beta
MHCJGCNO_04111	CDS	873	sucD_2	6.2.1.5	COG0074	Succinate--CoA ligase [ADP-forming] subunit alpha
MHCJGCNO_04112	CDS	1500	ybhI_2		COG0471	Inner membrane protein YbhI
MHCJGCNO_04113	CDS	1074	ldh	1.1.1.27	COG2055	L-lactate dehydrogenase
MHCJGCNO_04114	CDS	1359	dctD			C4-dicarboxylate transport transcriptional regulatory protein DctD
MHCJGCNO_04115	CDS	1821	dctB	2.7.13.3		C4-dicarboxylate transport sensor protein DctB
MHCJGCNO_04116	CDS	714	aphA	3.1.3.2	COG3700	Class B acid phosphatase
MHCJGCNO_04117	CDS	417				hypothetical protein
MHCJGCNO_04118	CDS	357	yjbR		COG2315	putative protein YjbR
MHCJGCNO_04119	CDS	2823	uvrA		COG0178	UvrABC system protein A
MHCJGCNO_04120	CDS	537	ssb		COG0629	Single-stranded DNA-binding protein
MHCJGCNO_04121	CDS	282				hypothetical protein
MHCJGCNO_04122	CDS	1587	pdeC	3.1.4.52	COG4943	putative cyclic di-GMP phosphodiesterase PdeC
MHCJGCNO_04123	CDS	324	soxS			Regulatory protein SoxS
MHCJGCNO_04124	CDS	465	soxR		COG0789	Redox-sensitive transcriptional activator SoxR
MHCJGCNO_04125	CDS	1350	ghxP		COG2252	Guanine/hypoxanthine permease GhxP
MHCJGCNO_04126	CDS	1650	nhaK_1		COG0025	Sodium, potassium, lithium and rubidium/H(+) antiporter
MHCJGCNO_04127	CDS	885	oxyR_3			Hydrogen peroxide-inducible genes activator
MHCJGCNO_04128	CDS	411	cidA			Holin-like protein CidA
MHCJGCNO_04129	CDS	690	yohK_2		COG1346	Inner membrane protein YohK
MHCJGCNO_04130	CDS	1650	actP		COG4147	Cation/acetate symporter ActP
MHCJGCNO_04131	CDS	315	yjcH		COG3162	Inner membrane protein YjcH
MHCJGCNO_04132	CDS	1959	acs_2	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
MHCJGCNO_04133	CDS	1437	nrfA	1.7.2.2	COG3303	Cytochrome c-552
MHCJGCNO_04134	CDS	567	nrfB			Cytochrome c-type protein NrfB
MHCJGCNO_04135	CDS	672	ydhX_2		COG0437	putative ferredoxin-like protein YdhX
MHCJGCNO_04136	CDS	957				hypothetical protein
MHCJGCNO_04137	CDS	1623	ccmF_2		COG1138	Cytochrome c-type biogenesis protein CcmF
MHCJGCNO_04138	CDS	384	ccmH_2		COG3088	Cytochrome c-type biogenesis protein CcmH
MHCJGCNO_04139	CDS	597	nrfG		COG4235	Formate-dependent nitrite reductase complex subunit NrfG
MHCJGCNO_04140	CDS	1314	gltP		COG1301	Proton/glutamate-aspartate symporter
MHCJGCNO_04141	CDS	690				hypothetical protein
MHCJGCNO_04142	CDS	705	oppF_2		COG4608	Oligopeptide transport ATP-binding protein OppF
MHCJGCNO_04143	CDS	837	dppD_2		COG0444	Dipeptide transport ATP-binding protein DppD
MHCJGCNO_04144	CDS	834	ddpC		COG1173	putative D,D-dipeptide transport system permease protein DdpC
MHCJGCNO_04145	CDS	1050	dppB_2		COG0601	Dipeptide transport system permease protein DppB
MHCJGCNO_04146	CDS	1569	ddpA		COG0747	putative D,D-dipeptide-binding periplasmic protein DdpA
MHCJGCNO_04147	CDS	1680	fdhF_1	1.17.1.9	COG0243	Formate dehydrogenase H
MHCJGCNO_04148	CDS	420	fdhF_2	1.17.1.9	COG0243	Formate dehydrogenase H
MHCJGCNO_04149	CDS	1467	cusC_2		COG1538	Cation efflux system protein CusC
MHCJGCNO_04150	CDS	2052	mdtO		COG1289	Multidrug resistance protein MdtO
MHCJGCNO_04151	CDS	1032	mdtN		COG1566	Multidrug resistance protein MdtN
MHCJGCNO_04152	CDS	276				hypothetical protein
MHCJGCNO_04153	CDS	1986	yjcS	3.1.6.-	COG2015	Putative alkyl/aryl-sulfatase YjcS
MHCJGCNO_04154	CDS	930	alsK	2.7.1.55	COG1940	D-allose kinase
MHCJGCNO_04155	CDS	696	alsE	5.1.3.-	COG0036	D-allulose-6-phosphate 3-epimerase
MHCJGCNO_04156	CDS	981	alsC		COG1172	D-allose transport system permease protein AlsC
MHCJGCNO_04157	CDS	1533	rbsA_3	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
MHCJGCNO_04158	CDS	936	alsB		COG1879	D-allose-binding periplasmic protein
MHCJGCNO_04159	CDS	891	rpiR		COG1737	HTH-type transcriptional regulator RpiR
MHCJGCNO_04160	CDS	450	rpiB	5.3.1.6	COG0698	Ribose-5-phosphate isomerase B
MHCJGCNO_04161	CDS	330				hypothetical protein
MHCJGCNO_04162	CDS	759	phnP	3.1.4.55	COG1235	Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase
MHCJGCNO_04163	CDS	435	phnO	2.3.1.280		Aminoalkylphosphonate N-acetyltransferase
MHCJGCNO_04164	CDS	558	phnN	2.7.4.23	COG3709	Ribose 1,5-bisphosphate phosphokinase PhnN
MHCJGCNO_04165	CDS	1137	phnM	3.6.1.63	COG3454	Alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase
MHCJGCNO_04166	CDS	681	phnL	2.7.8.37	COG4778	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnL
MHCJGCNO_04167	CDS	759	phnK		COG4107	Putative phosphonates utilization ATP-binding protein PhnK
MHCJGCNO_04168	CDS	846	phnJ	4.7.1.1	COG3627	Alpha-D-ribose 1-methylphosphonate 5-phosphate C-P lyase
MHCJGCNO_04169	CDS	1065	phnI	2.7.8.37	COG3626	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnI
MHCJGCNO_04170	CDS	585	phnH	2.7.8.37	COG3625	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnH
MHCJGCNO_04171	CDS	453	phnG	2.7.8.37	COG3624	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnG
MHCJGCNO_04172	CDS	732	phnF		COG2188	putative transcriptional regulator PhnF
MHCJGCNO_04173	CDS	780	phnE		COG3639	Phosphate-import permease protein PhnE
MHCJGCNO_04174	CDS	1017				hypothetical protein
MHCJGCNO_04175	CDS	789	phnC	7.3.2.1	COG3638	Phosphate-import ATP-binding protein PhnC
MHCJGCNO_04176	CDS	444				hypothetical protein
MHCJGCNO_04177	CDS	336				hypothetical protein
MHCJGCNO_04178	CDS	2229	crfC		COG0699	Clamp-binding protein CrfC
MHCJGCNO_04179	CDS	879				hypothetical protein
MHCJGCNO_04180	CDS	1503	proP			Proline/betaine transporter
MHCJGCNO_04181	CDS	90				hypothetical protein
MHCJGCNO_04182	CDS	1101	basS	2.7.13.3		Sensor protein BasS
MHCJGCNO_04183	CDS	669	basR			Transcriptional regulatory protein BasR
MHCJGCNO_04184	CDS	1644	eptA	2.7.-.-	COG2194	Phosphoethanolamine transferase EptA
MHCJGCNO_04185	CDS	1338	adiC		COG0531	Arginine/agmatine antiporter
MHCJGCNO_04186	CDS	762	gadX_2			HTH-type transcriptional regulator GadX
MHCJGCNO_04187	CDS	2271	adiA	4.1.1.19	COG1982	Biodegradative arginine decarboxylase
MHCJGCNO_04188	CDS	909	melR_2			Melibiose operon regulatory protein
MHCJGCNO_04189	CDS	1356	melA	3.2.1.22	COG1486	Alpha-galactosidase
MHCJGCNO_04190	CDS	651	yjdF		COG3647	Inner membrane protein YjdF
MHCJGCNO_04191	CDS	1647	fumB	4.2.1.2	COG1838	Fumarate hydratase class I, anaerobic
MHCJGCNO_04192	CDS	1341	dcuB		COG2704	Anaerobic C4-dicarboxylate transporter DcuB
MHCJGCNO_04193	CDS	720	dcuR		COG4565	Transcriptional regulatory protein DcuR
MHCJGCNO_04194	CDS	1632	dcuS	2.7.13.3	COG3290	Sensor histidine kinase DcuS
MHCJGCNO_04195	CDS	231				hypothetical protein
MHCJGCNO_04196	CDS	273	yjdJ		COG2388	putative protein YjdJ
MHCJGCNO_04197	CDS	297	ghoS	3.1.-.-		Endoribonuclease antitoxin GhoS
MHCJGCNO_04198	CDS	174	ghoT			Toxin GhoT
MHCJGCNO_04199	CDS	1518	lysU	6.1.1.6	COG1190	Lysine--tRNA ligase, heat inducible
MHCJGCNO_04200	CDS	1458	dtpC		COG3104	Dipeptide and tripeptide permease C
MHCJGCNO_04201	CDS	2148	cadA	4.1.1.18	COG1982	Inducible lysine decarboxylase
MHCJGCNO_04202	CDS	1335	cadB		COG0531	putative cadaverine/lysine antiporter
MHCJGCNO_04203	CDS	1539	cadC		COG3710	Transcriptional activator CadC
MHCJGCNO_04204	CDS	876				hypothetical protein
MHCJGCNO_04205	CDS	378				hypothetical protein
MHCJGCNO_04206	CDS	1353	dnaB_3	3.6.4.12	COG0305	Replicative DNA helicase
MHCJGCNO_04207	CDS	1617				hypothetical protein
MHCJGCNO_04208	CDS	243	traR			Protein TraR
MHCJGCNO_04209	CDS	525				hypothetical protein
MHCJGCNO_04210	CDS	1200				hypothetical protein
MHCJGCNO_04211	CDS	258				hypothetical protein
MHCJGCNO_04212	CDS	906				hypothetical protein
MHCJGCNO_04213	CDS	753				hypothetical protein
MHCJGCNO_04214	CDS	564				hypothetical protein
MHCJGCNO_04215	CDS	2004	topB_2	5.6.2.1	COG0550	DNA topoisomerase 3
MHCJGCNO_04216	CDS	981				hypothetical protein
MHCJGCNO_04217	CDS	402				hypothetical protein
MHCJGCNO_04218	CDS	531				hypothetical protein
MHCJGCNO_04219	CDS	597				hypothetical protein
MHCJGCNO_04220	CDS	720				hypothetical protein
MHCJGCNO_04221	CDS	705				hypothetical protein
MHCJGCNO_04222	CDS	567				hypothetical protein
MHCJGCNO_04223	CDS	501				hypothetical protein
MHCJGCNO_04224	CDS	111				hypothetical protein
MHCJGCNO_04225	CDS	2085				hypothetical protein
MHCJGCNO_04226	CDS	270				hypothetical protein
MHCJGCNO_04227	CDS	765				hypothetical protein
MHCJGCNO_04228	CDS	1062				hypothetical protein
MHCJGCNO_04229	CDS	312				hypothetical protein
MHCJGCNO_04230	CDS	237				hypothetical protein
MHCJGCNO_04231	CDS	372				hypothetical protein
MHCJGCNO_04232	CDS	381				hypothetical protein
MHCJGCNO_04233	CDS	657				hypothetical protein
MHCJGCNO_04234	CDS	876				hypothetical protein
MHCJGCNO_04235	CDS	1473				hypothetical protein
MHCJGCNO_04236	CDS	402				hypothetical protein
MHCJGCNO_04237	CDS	2769				hypothetical protein
MHCJGCNO_04238	CDS	399				hypothetical protein
MHCJGCNO_04239	CDS	1749				hypothetical protein
MHCJGCNO_04240	CDS	399				hypothetical protein
MHCJGCNO_04241	CDS	954				hypothetical protein
MHCJGCNO_04242	CDS	1416				hypothetical protein
MHCJGCNO_04243	CDS	333				hypothetical protein
MHCJGCNO_04244	CDS	1530				hypothetical protein
MHCJGCNO_04245	CDS	213				hypothetical protein
MHCJGCNO_04246	CDS	330				hypothetical protein
MHCJGCNO_04247	CDS	447				hypothetical protein
MHCJGCNO_04248	CDS	891				hypothetical protein
MHCJGCNO_04249	CDS	282				hypothetical protein
MHCJGCNO_04250	CDS	195				hypothetical protein
MHCJGCNO_04251	CDS	399	klcA			Antirestriction protein KlcA
MHCJGCNO_04252	CDS	213				hypothetical protein
MHCJGCNO_04253	CDS	936	traC	2.7.7.-		DNA primase TraC
MHCJGCNO_04254	CDS	1452				hypothetical protein
MHCJGCNO_04255	CDS	225				hypothetical protein
MHCJGCNO_04256	CDS	870				hypothetical protein
MHCJGCNO_04257	CDS	1392				hypothetical protein
MHCJGCNO_04258	CDS	963	xerC_4			Tyrosine recombinase XerC
MHCJGCNO_04259	tRNA	76				tRNA-Phe(gaa)
MHCJGCNO_04260	CDS	576				hypothetical protein
MHCJGCNO_04261	CDS	1698	dsbD	1.8.1.8	COG4232	Thiol:disulfide interchange protein DsbD
MHCJGCNO_04262	CDS	339	cutA		COG1324	Divalent-cation tolerance protein CutA
MHCJGCNO_04263	CDS	1302	dcuA		COG2704	Anaerobic C4-dicarboxylate transporter DcuA
MHCJGCNO_04264	CDS	1437	aspA	4.3.1.1	COG1027	Aspartate ammonia-lyase
MHCJGCNO_04265	CDS	477				hypothetical protein
MHCJGCNO_04266	CDS	1257	yjeH		COG0531	L-methionine/branched-chain amino acid exporter YjeH
MHCJGCNO_04267	CDS	294	groS		COG0234	10 kDa chaperonin
MHCJGCNO_04268	CDS	1647	groL			60 kDa chaperonin
MHCJGCNO_04269	CDS	354				hypothetical protein
MHCJGCNO_04270	CDS	870				hypothetical protein
MHCJGCNO_04271	CDS	1029	epmB	5.4.3.-	COG1509	L-lysine 2,3-aminomutase
MHCJGCNO_04272	CDS	567	efp		COG0231	Elongation factor P
MHCJGCNO_04273	CDS	126				hypothetical protein
MHCJGCNO_04274	CDS	147				hypothetical protein
MHCJGCNO_04275	CDS	318	gdx		COG2076	Guanidinium exporter
MHCJGCNO_04276	CDS	534	blc		COG3040	Outer membrane lipoprotein Blc
MHCJGCNO_04277	CDS	1134	ampC	3.5.2.6	COG1680	Beta-lactamase
MHCJGCNO_04278	CDS	360	frdD		COG3080	Fumarate reductase subunit D
MHCJGCNO_04279	CDS	396	frdC		COG3029	Fumarate reductase subunit C
MHCJGCNO_04280	CDS	735	frdB	1.3.5.1	COG0479	Fumarate reductase iron-sulfur subunit
MHCJGCNO_04281	CDS	1809	frdA	1.3.5.4	COG1053	Fumarate reductase flavoprotein subunit
MHCJGCNO_04282	CDS	978	epmA	6.3.1.-	COG2269	Elongation factor P--(R)-beta-lysine ligase
MHCJGCNO_04283	CDS	1458	yjeM			Inner membrane transporter YjeM
MHCJGCNO_04284	CDS	3324	mscM		COG3264	Miniconductance mechanosensitive channel MscM
MHCJGCNO_04285	CDS	969	psd	4.1.1.65	COG0688	Phosphatidylserine decarboxylase proenzyme
MHCJGCNO_04286	CDS	1053	rsgA	3.6.1.-	COG1162	Small ribosomal subunit biogenesis GTPase RsgA
MHCJGCNO_04287	CDS	546	orn	3.1.-.-	COG1949	Oligoribonuclease
MHCJGCNO_04288	tRNA	76				tRNA-Gly(gcc)
MHCJGCNO_04289	tRNA	76				tRNA-Gly(gcc)
MHCJGCNO_04290	tRNA	76				tRNA-Gly(gcc)
MHCJGCNO_04291	CDS	1140	queG	1.17.99.6	COG1600	Epoxyqueuosine reductase
MHCJGCNO_04292	CDS	1533	nnr		COG0062	Bifunctional NAD(P)H-hydrate repair enzyme Nnr
MHCJGCNO_04293	CDS	462	tsaE		COG0802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
MHCJGCNO_04294	CDS	1332	amiB	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase AmiB
MHCJGCNO_04295	CDS	1848	mutL		COG0323	DNA mismatch repair protein MutL
MHCJGCNO_04296	CDS	951	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
MHCJGCNO_04297	CDS	309	hfq		COG1923	RNA-binding protein Hfq
MHCJGCNO_04298	CDS	1281	hflX		COG2262	GTPase HflX
MHCJGCNO_04299	CDS	1260	hflK		COG0330	Modulator of FtsH protease HflK
MHCJGCNO_04300	CDS	1005	hflC_2		COG0330	Modulator of FtsH protease HflC
MHCJGCNO_04301	CDS	198				hypothetical protein
MHCJGCNO_04302	CDS	1299	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
MHCJGCNO_04303	CDS	426	nsrR		COG1959	HTH-type transcriptional repressor NsrR
MHCJGCNO_04304	CDS	2442	rnr	3.1.13.1	COG0557	Ribonuclease R
MHCJGCNO_04305	CDS	732	rlmB	2.1.1.185	COG0566	23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
MHCJGCNO_04306	CDS	402				hypothetical protein
MHCJGCNO_04307	CDS	699				hypothetical protein
MHCJGCNO_04308	CDS	660				hypothetical protein
MHCJGCNO_04309	CDS	399				hypothetical protein
MHCJGCNO_04310	CDS	639				hypothetical protein
MHCJGCNO_04311	CDS	1164	yjfC	6.3.1.-	COG0754	Putative acid--amine ligase YjfC
MHCJGCNO_04312	CDS	1626	aidB	1.3.99.-	COG1960	Putative acyl-CoA dehydrogenase AidB
MHCJGCNO_04313	CDS	276				hypothetical protein
MHCJGCNO_04314	CDS	330	bsmA			Lipoprotein BsmA
MHCJGCNO_04315	CDS	750				hypothetical protein
MHCJGCNO_04316	CDS	756	ulaR		COG1349	HTH-type transcriptional regulator UlaR
MHCJGCNO_04317	CDS	1065	ulaG	3.1.1.-	COG2220	putative L-ascorbate-6-phosphate lactonase UlaG
MHCJGCNO_04318	CDS	1398	ulaA		COG3037	Ascorbate-specific PTS system EIIC component
MHCJGCNO_04319	CDS	306	ulaB	2.7.1.194	COG3414	Ascorbate-specific PTS system EIIB component
MHCJGCNO_04320	CDS	465	ulaC		COG1762	Ascorbate-specific PTS system EIIA component
MHCJGCNO_04321	CDS	651	ulaD	4.1.1.85	COG0269	3-keto-L-gulonate-6-phosphate decarboxylase UlaD
MHCJGCNO_04322	CDS	855	ulaE_2	5.1.3.22	COG3623	L-ribulose-5-phosphate 3-epimerase UlaE
MHCJGCNO_04323	CDS	687	ulaF	5.1.3.4	COG0235	L-ribulose-5-phosphate 4-epimerase UlaF
MHCJGCNO_04324	CDS	276				hypothetical protein
MHCJGCNO_04325	CDS	396	rpsF		COG0360	30S ribosomal protein S6
MHCJGCNO_04326	CDS	315	priB		COG2965	Primosomal replication protein N
MHCJGCNO_04327	CDS	228	rpsR		COG0238	30S ribosomal protein S18
MHCJGCNO_04328	CDS	450	rplI		COG0359	50S ribosomal protein L9
MHCJGCNO_04329	CDS	492				hypothetical protein
MHCJGCNO_04330	CDS	1269				hypothetical protein
MHCJGCNO_04331	CDS	1278	exuT_2			Hexuronate transporter
MHCJGCNO_04332	CDS	2073				hypothetical protein
MHCJGCNO_04333	CDS	1542	ydiF_2	2.8.3.8	COG4670	Acetate CoA-transferase YdiF
MHCJGCNO_04334	CDS	777	crt	4.2.1.150	COG1024	Short-chain-enoyl-CoA hydratase
MHCJGCNO_04335	CDS	843				hypothetical protein
MHCJGCNO_04336	CDS	792	fabG_3	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
MHCJGCNO_04337	CDS	648	nicS			HTH-type transcriptional repressor NicS
MHCJGCNO_04338	CDS	639				hypothetical protein
MHCJGCNO_04339	CDS	621	fklB	5.2.1.8	COG0545	FKBP-type 22 kDa peptidyl-prolyl cis-trans isomerase
MHCJGCNO_04340	CDS	1413	cycA			D-serine/D-alanine/glycine transporter
MHCJGCNO_04341	CDS	663	ytfE		COG2846	Iron-sulfur cluster repair protein YtfE
MHCJGCNO_04342	CDS	966	ytfF			Inner membrane protein YtfF
MHCJGCNO_04343	CDS	861	qorB	1.6.5.2	COG0702	Quinone oxidoreductase 2
MHCJGCNO_04344	CDS	381				hypothetical protein
MHCJGCNO_04345	CDS	1944	cpdB	3.1.3.6	COG0737	2',3'-cyclic-nucleotide 2'-phosphodiesterase/3'-nucleotidase
MHCJGCNO_04346	CDS	741	cysQ	3.1.3.7	COG1218	3'(2'),5'-bisphosphate nucleotidase CysQ
MHCJGCNO_04347	CDS	558	ytfJ_2		COG3054	putative protein YtfJ
MHCJGCNO_04348	CDS	207				hypothetical protein
MHCJGCNO_04349	CDS	1344				hypothetical protein
MHCJGCNO_04350	CDS	639	msrA	1.8.4.11	COG0225	Peptide methionine sulfoxide reductase MsrA
MHCJGCNO_04351	CDS	1734	tamA		COG0729	Translocation and assembly module subunit TamA
MHCJGCNO_04352	CDS	3780	tamB		COG2911	Translocation and assembly module subunit TamB
MHCJGCNO_04353	CDS	342	ytfP		COG2105	Gamma-glutamylcyclotransferase family protein YtfP
MHCJGCNO_04354	CDS	1473	esiB			Secretory immunoglobulin A-binding protein EsiB
MHCJGCNO_04355	CDS	531	ppa	3.6.1.1	COG0221	Inorganic pyrophosphatase
MHCJGCNO_04356	CDS	957	ytfQ			ABC transporter periplasmic-binding protein YtfQ
MHCJGCNO_04357	CDS	1503	fruK	7.5.2.-	COG1129	Fructose import ATP-binding protein FruK
MHCJGCNO_04358	CDS	1023	ytfT			Inner membrane ABC transporter permease protein YtfT
MHCJGCNO_04359	CDS	996	yjfF			Inner membrane ABC transporter permease protein YjfF
MHCJGCNO_04360	CDS	999	fbp	3.1.3.11	COG0158	Fructose-1,6-bisphosphatase class 1
